uuid,unitsSold,unitPrice,unitCost,totalRevenue,totalCost,totalProfit
530104339,8509,255.28,159.42,2172177.52,1356504.78,815672.74
417872560,6631,205.7,117.11,1363996.7,776556.41,587440.29
451498019,7152,154.06,90.93,1101837.12,650331.36,451505.76
866967046,3670,651.21,524.96,2389940.7,1926603.2,463337.5
170578467,6814,205.7,117.11,1401639.8,797987.54,603652.26
988943612,9246,109.28,35.84,1010402.88,331376.64,679026.24
618986308,659,205.7,117.11,135556.3,77175.49,58380.81
477942883,2775,9.33,6.92,25890.75,19203,6687.75
253362166,4350,109.28,35.84,475368,155904,319464
153105485,6170,668.27,502.54,4123225.9,3100671.8,1022554.1
455346667,6053,154.06,90.93,932525.18,550399.29,382125.89
158572041,3846,109.28,35.84,420290.88,137840.64,282450.24
131580436,6430,255.28,159.42,1641450.4,1025070.6,616379.8
863483178,2716,47.45,31.79,128874.2,86341.64,42532.56
213704097,8646,421.89,364.69,3647660.94,3153109.74,494551.2
161979520,2194,154.06,90.93,338007.64,199500.42,138507.22
958358275,8365,154.06,90.93,1288711.9,760629.45,528082.45
673201692,4195,47.45,31.79,199052.75,133359.05,65693.7
147183597,3752,109.28,35.84,410018.56,134471.68,275546.88
741290318,3133,437.2,263.33,1369747.6,825012.89,544734.71
286820685,5469,109.28,35.84,597652.32,196008.96,401643.36
735386025,5922,668.27,502.54,3957494.94,2976041.88,981453.06
508910167,6682,9.33,6.92,62343.06,46239.44,16103.62
349629437,1975,421.89,364.69,833232.75,720262.75,112970
170092666,3054,81.73,56.67,249603.42,173070.18,76533.24
403161180,3207,421.89,364.69,1353001.23,1169560.83,183440.4
652008807,2750,437.2,263.33,1202300,724157.5,478142.5
140121877,4032,651.21,524.96,2625678.72,2116638.72,509040
861299216,6433,205.7,117.11,1323268.1,753368.63,569899.47
829652154,1364,668.27,502.54,911520.28,685464.56,226055.72
829604518,7267,47.45,31.79,344819.15,231017.93,113801.22
365892636,4617,9.33,6.92,43076.61,31949.64,11126.97
813565337,917,154.06,90.93,141273.02,83382.81,57890.21
467983949,5705,9.33,6.92,53227.65,39478.6,13749.05
394822299,5547,421.89,364.69,2340223.83,2022935.43,317288.4
380066716,9042,9.33,6.92,84361.86,62570.64,21791.22
280016028,1820,81.73,56.67,148748.6,103139.4,45609.2
471281564,1542,81.73,56.67,126027.66,87385.14,38642.52
500787150,2901,154.06,90.93,446928.06,263787.93,183140.13
435769116,2620,421.89,364.69,1105351.8,955487.8,149864
413776290,4454,437.2,263.33,1947288.8,1172871.82,774416.98
192669999,4189,47.45,31.79,198768.05,133168.31,65599.74
500624072,4643,421.89,364.69,1958835.27,1693255.67,265579.6
786124837,664,651.21,524.96,432403.44,348573.44,83830
567971122,4131,9.33,6.92,38542.23,28586.52,9955.71
785274255,8957,154.06,90.93,1379915.42,814460.01,565455.41
647458064,6084,9.33,6.92,56763.72,42101.28,14662.44
784258878,8485,255.28,159.42,2166050.8,1352678.7,813372.1
995725524,6165,255.28,159.42,1573801.2,982824.3,590976.9
702219331,1160,437.2,263.33,507152,305462.8,201689.2
294414126,2537,152.58,97.44,387095.46,247205.28,139890.18
683296239,1396,81.73,56.67,114095.08,79111.32,34983.76
150164496,5866,668.27,502.54,3920071.82,2947899.64,972172.18
196630227,6109,668.27,502.54,4082461.43,3070016.86,1012444.57
594617259,9316,651.21,524.96,6066672.36,4890527.36,1176145
736361920,4711,651.21,524.96,3067850.31,2473086.56,594763.75
984413039,8549,421.89,364.69,3606737.61,3117734.81,489002.8
421631944,9117,47.45,31.79,432601.65,289829.43,142772.22
901192462,1731,9.33,6.92,16150.23,11978.52,4171.71
296580922,3740,668.27,502.54,2499329.8,1879499.6,619830.2
151596152,9525,668.27,502.54,6365271.75,4786693.5,1578578.25
730349481,5496,437.2,263.33,2402851.2,1447261.68,955589.52
567264735,5096,421.89,364.69,2149951.44,1858460.24,291491.2
517078244,3798,81.73,56.67,310410.54,215232.66,95177.88
604838836,4107,651.21,524.96,2674519.47,2156010.72,518508.75
475907838,560,109.28,35.84,61196.8,20070.4,41126.4
745959079,4723,421.89,364.69,1992586.47,1722430.87,270155.6
750978887,196,154.06,90.93,30195.76,17822.28,12373.48
797266089,7608,47.45,31.79,360999.6,241858.32,119141.28
811432015,9620,109.28,35.84,1051273.6,344780.8,706492.8
790400493,5925,651.21,524.96,3858419.25,3110388,748031.25
351407849,8247,437.2,263.33,3605588.4,2171682.51,1433905.89
982002913,5339,421.89,364.69,2252470.71,1947079.91,305390.8
190047013,7989,421.89,364.69,3370479.21,2913508.41,456970.8
953713977,4014,651.21,524.96,2613956.94,2107189.44,506767.5
471490132,3263,154.06,90.93,502697.78,296704.59,205993.19
512174308,2614,9.33,6.92,24388.62,18088.88,6299.74
664877831,980,205.7,117.11,201586,114767.8,86818.2
589024531,4303,109.28,35.84,470231.84,154219.52,316012.32
464350736,556,47.45,31.79,26382.2,17675.24,8706.96
540905272,4745,421.89,364.69,2001868.05,1730454.05,271414
689049470,3905,152.58,97.44,595824.9,380503.2,215321.7
849457156,2104,668.27,502.54,1406040.08,1057344.16,348695.92
583114659,5441,154.06,90.93,838240.46,494750.13,343490.33
421320807,7044,651.21,524.96,4587123.24,3697818.24,889305
515686929,2077,47.45,31.79,98553.65,66027.83,32525.82
188136851,2730,154.06,90.93,420583.8,248238.9,172344.9
180906903,3228,668.27,502.54,2157175.56,1622199.12,534976.44
406545913,4825,437.2,263.33,2109490,1270567.25,838922.75
397915208,807,81.73,56.67,65956.11,45732.69,20223.42
658188617,1493,205.7,117.11,307110.1,174845.23,132264.87
410852468,9230,9.33,6.92,86115.9,63871.6,22244.3
749705588,3399,205.7,117.11,699174.3,398056.89,301117.41
588859307,5410,205.7,117.11,1112837,633565.1,479271.9
712737452,3706,47.45,31.79,175849.7,117813.74,58035.96
626076352,8760,437.2,263.33,3829872,2306770.8,1523101.2
803924834,8078,9.33,6.92,75367.74,55899.76,19467.98
441644227,1196,421.89,364.69,504580.44,436169.24,68411.2
604908359,4681,9.33,6.92,43673.73,32392.52,11281.21
179703557,7131,668.27,502.54,4765433.37,3583612.74,1181820.63
822328650,4176,255.28,159.42,1066049.28,665737.92,400311.36
209394967,3479,437.2,263.33,1521018.8,916125.07,604893.73
587826335,9730,9.33,6.92,90780.9,67331.6,23449.3
224859082,9654,205.7,117.11,1985827.8,1130579.94,855247.86
158042037,7006,81.73,56.67,572600.38,397030.02,175570.36
145236527,7571,154.06,90.93,1166388.26,688431.03,477957.23
914616382,4167,437.2,263.33,1821812.4,1097296.11,724516.29
114667928,1643,421.89,364.69,693165.27,599185.67,93979.6
864189994,1878,205.7,117.11,386304.6,219932.58,166372.02
502293908,8784,205.7,117.11,1806868.8,1028694.24,778174.56
938403499,3304,205.7,117.11,679632.8,386931.44,292701.36
102255094,8409,437.2,263.33,3676414.8,2214341.97,1462072.83
493897521,4107,109.28,35.84,448812.96,147194.88,301618.08
633692109,2432,109.28,35.84,265768.96,87162.88,178606.08
912312686,2452,154.06,90.93,377755.12,222960.36,154794.76
440745580,5266,651.21,524.96,3429271.86,2764439.36,664832.5
200289618,9004,47.45,31.79,427239.8,286237.16,141002.64
792556130,3826,421.89,364.69,1614151.14,1395303.94,218847.2
189468944,6926,437.2,263.33,3028047.2,1823823.58,1204223.62
483264386,7526,9.33,6.92,70217.58,52079.92,18137.66
236491286,1882,668.27,502.54,1257684.14,945780.28,311903.86
332010972,8279,81.73,56.67,676642.67,469170.93,207471.74
822997272,2036,668.27,502.54,1360597.72,1023171.44,337426.28
482936513,501,205.7,117.11,103055.7,58672.11,44383.59
855627524,8053,9.33,6.92,75134.49,55726.76,19407.73
405181634,1104,437.2,263.33,482668.8,290716.32,191952.48
366022670,3097,437.2,263.33,1354008.4,815533.01,538475.39
692886960,9504,205.7,117.11,1954972.8,1113013.44,841959.36
510823333,2831,47.45,31.79,134330.95,89997.49,44333.46
365193116,7613,81.73,56.67,622210.49,431428.71,190781.78
871670138,5419,152.58,97.44,826831.02,528027.36,298803.66
466240727,9847,651.21,524.96,6412464.87,5169281.12,1243183.75
355203711,1526,47.45,31.79,72408.7,48511.54,23897.16
465170419,3119,47.45,31.79,147996.55,99153.01,48843.54
793064677,4317,47.45,31.79,204841.65,137237.43,67604.22
956122815,6843,154.06,90.93,1054232.58,622233.99,431998.59
641893661,9453,651.21,524.96,6155888.13,4962446.88,1193441.25
958238542,2933,651.21,524.96,1909998.93,1539707.68,370291.25
383331286,5101,668.27,502.54,3408845.27,2563456.54,845388.73
615658223,5804,255.28,159.42,1481645.12,925273.68,556371.44
724018180,1924,668.27,502.54,1285751.48,966886.96,318864.52
297522485,2370,651.21,524.96,1543367.7,1244155.2,299212.5
795594966,3085,437.2,263.33,1348762,812373.05,536388.95
597971951,2044,109.28,35.84,223368.32,73256.96,150111.36
854702270,4250,152.58,97.44,648465,414120,234345
536147248,6740,255.28,159.42,1720587.2,1074490.8,646096.4
482980716,3582,152.58,97.44,546541.56,349030.08,197511.48
256189000,873,109.28,35.84,95401.44,31288.32,64113.12
387070930,1744,437.2,263.33,762476.8,459247.52,303229.28
127237832,1357,651.21,524.96,883691.97,712370.72,171321.25
598613536,1903,668.27,502.54,1271717.81,956333.62,315384.19
743434369,7605,437.2,263.33,3324906,2002624.65,1322281.35
474249160,9720,47.45,31.79,461214,308998.8,152215.2
223919236,1533,47.45,31.79,72740.85,48734.07,24006.78
495618426,3361,205.7,117.11,691357.7,393606.71,297750.99
512833058,7553,9.33,6.92,70469.49,52266.76,18202.73
469361960,3489,9.33,6.92,32552.37,24143.88,8408.49
179316461,2580,668.27,502.54,1724136.6,1296553.2,427583.4
427120387,3269,437.2,263.33,1429206.8,860825.77,568381.03
717510068,6029,9.33,6.92,56250.57,41720.68,14529.89
625534331,8364,651.21,524.96,5446720.44,4390765.44,1055955
246554505,9812,47.45,31.79,465579.4,311923.48,153655.92
646244418,6939,9.33,6.92,64740.87,48017.88,16722.99
710590398,8344,154.06,90.93,1285476.64,758719.92,526756.72
295891273,9658,81.73,56.67,789348.34,547318.86,242029.48
678758370,8540,47.45,31.79,405223,271486.6,133736.4
506115520,9684,651.21,524.96,6306317.64,5083712.64,1222605
745199048,9813,152.58,97.44,1497267.54,956178.72,541088.82
633557784,2682,205.7,117.11,551687.4,314089.02,237598.38
829053056,4077,47.45,31.79,193453.65,129607.83,63845.82
259858691,6816,255.28,159.42,1739988.48,1086606.72,653381.76
174461019,5747,152.58,97.44,876877.26,559987.68,316889.58
991658866,2750,205.7,117.11,565675,322052.5,243622.5
950563561,1736,255.28,159.42,443166.08,276753.12,166412.96
160598933,3648,205.7,117.11,750393.6,427217.28,323176.32
151501309,1459,81.73,56.67,119244.07,82681.53,36562.54
723319518,5174,668.27,502.54,3457628.98,2600141.96,857487.02
396414887,6829,421.89,364.69,2881086.81,2490468.01,390618.8
461461246,5492,205.7,117.11,1129704.4,643168.12,486536.28
929444921,2261,154.06,90.93,348329.66,205592.73,142736.93
981664741,5266,9.33,6.92,49131.78,36440.72,12691.06
319732034,4669,81.73,56.67,381597.37,264592.23,117005.14
515570628,7661,205.7,117.11,1575867.7,897179.71,678687.99
961416852,3466,154.06,90.93,533971.96,315163.38,218808.58
219819533,8340,255.28,159.42,2129035.2,1329562.8,799472.4
973640000,567,421.89,364.69,239211.63,206779.23,32432.4
576052081,5467,154.06,90.93,842246.02,497114.31,345131.71
500542104,387,668.27,502.54,258620.49,194482.98,64137.51
490908896,9706,205.7,117.11,1996524.2,1136669.66,859854.54
811263787,9838,651.21,524.96,6406603.98,5164556.48,1242047.5
896030604,4222,255.28,159.42,1077792.16,673071.24,404720.92
699945676,8335,109.28,35.84,910848.8,298726.4,612122.4
248057830,4679,668.27,502.54,3126835.33,2351384.66,775450.67
985728394,7792,81.73,56.67,636840.16,441572.64,195267.52
828631198,9240,651.21,524.96,6017180.4,4850630.4,1166550
912752568,2623,668.27,502.54,1752872.21,1318162.42,434709.79
644391334,8570,205.7,117.11,1762849,1003632.7,759216.3
850158822,9743,9.33,6.92,90902.19,67421.56,23480.63
626978862,5833,668.27,502.54,3898018.91,2931315.82,966703.09
492087781,8565,81.73,56.67,700017.45,485378.55,214638.9
133034408,6692,81.73,56.67,546937.16,379235.64,167701.52
657680070,1003,81.73,56.67,81975.19,56840.01,25135.18
544198596,9313,205.7,117.11,1915684.1,1090645.43,825038.67
591076314,1471,47.45,31.79,69798.95,46763.09,23035.86
767112052,4358,9.33,6.92,40660.14,30157.36,10502.78
661417138,6884,47.45,31.79,326645.8,218842.36,107803.44
833415400,4992,152.58,97.44,761679.36,486420.48,275258.88
562843167,6656,109.28,35.84,727367.68,238551.04,488816.64
999749267,6879,154.06,90.93,1059778.74,625507.47,434271.27
214495027,2700,9.33,6.92,25191,18684,6507
847754275,8184,437.2,263.33,3578044.8,2155092.72,1422952.08
660513341,9431,9.33,6.92,87991.23,65262.52,22728.71
184071052,9569,437.2,263.33,4183566.8,2519804.77,1663762.03
470038735,3762,255.28,159.42,960363.36,599738.04,360625.32
840340220,4200,9.33,6.92,39186,29064,10122
237211835,5108,109.28,35.84,558202.24,183070.72,375131.52
373202407,7740,152.58,97.44,1180969.2,754185.6,426783.6
781173264,5383,154.06,90.93,829304.98,489476.19,339828.79
164298236,8354,154.06,90.93,1287017.24,759629.22,527388.02
446063649,9001,651.21,524.96,5861541.21,4725164.96,1136376.25
920268332,6705,668.27,502.54,4480750.35,3369530.7,1111219.65
501023614,2876,651.21,524.96,1872879.96,1509784.96,363095
872753322,5957,81.73,56.67,486865.61,337583.19,149282.42
640193784,6422,421.89,364.69,2709377.58,2342039.18,367338.4
278393828,1775,109.28,35.84,193972,63616,130356
782714784,1553,81.73,56.67,126926.69,88008.51,38918.18
518830478,2323,154.06,90.93,357881.38,211230.39,146650.99
172727239,2683,437.2,263.33,1173007.6,706514.39,466493.21
500703895,8264,651.21,524.96,5381599.44,4338269.44,1043330
979371774,6727,47.45,31.79,319196.15,213851.33,105344.82
255654704,2763,109.28,35.84,301940.64,99025.92,202914.72
196789014,3097,109.28,35.84,338440.16,110996.48,227443.68
940323531,1484,152.58,97.44,226428.72,144600.96,81827.76
444119584,3709,668.27,502.54,2478613.43,1863920.86,614692.57
336351001,2590,255.28,159.42,661175.2,412897.8,248277.4
965504109,2976,154.06,90.93,458482.56,270607.68,187874.88
950377738,6747,9.33,6.92,62949.51,46689.24,16260.27
330083215,7813,205.7,117.11,1607134.1,914980.43,692153.67
114044368,7118,154.06,90.93,1096599.08,647239.74,449359.34
931997525,7634,437.2,263.33,3337584.8,2010261.22,1327323.58
783991515,9366,152.58,97.44,1429064.28,912623.04,516441.24
890387666,4352,651.21,524.96,2834065.92,2284625.92,549440
741859805,1657,255.28,159.42,422998.96,264158.94,158840.02
349394261,2381,421.89,364.69,1004520.09,868326.89,136193.2
694289863,4654,152.58,97.44,710107.32,453485.76,256621.56
578157937,8636,152.58,97.44,1317680.88,841491.84,476189.04
672922313,1521,437.2,263.33,664981.2,400524.93,264456.27
370819318,2531,421.89,364.69,1067803.59,923030.39,144773.2
934397780,7922,421.89,364.69,3342212.58,2889074.18,453138.4
546519029,5980,421.89,364.69,2522902.2,2180846.2,342056
160356891,2022,205.7,117.11,415925.4,236796.42,179128.98
349397695,3397,421.89,364.69,1433160.33,1238851.93,194308.4
857440268,4485,255.28,159.42,1144930.8,714998.7,429932.1
148595941,1696,109.28,35.84,185338.88,60784.64,124554.24
357288539,8473,255.28,159.42,2162987.44,1350765.66,812221.78
538254392,291,81.73,56.67,23783.43,16490.97,7292.46
716542327,9653,81.73,56.67,788939.69,547035.51,241904.18
537513673,1095,152.58,97.44,167075.1,106696.8,60378.3
616842257,6186,205.7,117.11,1272460.2,724442.46,548017.74
290514409,8524,205.7,117.11,1753386.8,998245.64,755141.16
764828956,8739,421.89,364.69,3686896.71,3187025.91,499870.8
166397225,9492,152.58,97.44,1448289.36,924900.48,523388.88
292143046,474,81.73,56.67,38740.02,26861.58,11878.44
759302747,3411,437.2,263.33,1491289.2,898218.63,593070.57
355425155,7056,47.45,31.79,334807.2,224310.24,110496.96
188371598,2197,255.28,159.42,560850.16,350245.74,210604.42
536315906,6649,668.27,502.54,4443327.23,3341388.46,1101938.77
397744405,263,255.28,159.42,67138.64,41927.46,25211.18
641455924,9917,255.28,159.42,2531611.76,1580968.14,950643.62
856561791,4524,81.73,56.67,369746.52,256375.08,113371.44
702485835,24,668.27,502.54,16038.48,12060.96,3977.52
358964383,4393,152.58,97.44,670283.94,428053.92,242230.02
976046264,2634,205.7,117.11,541813.8,308467.74,233346.06
624092805,1785,152.58,97.44,272355.3,173930.4,98424.9
143777835,5911,668.27,502.54,3950143.97,2970513.94,979630.03
896087682,1113,255.28,159.42,284126.64,177434.46,106692.18
712321174,519,154.06,90.93,79957.14,47192.67,32764.47
644089639,9292,152.58,97.44,1417773.36,905412.48,512360.88
913316905,9623,47.45,31.79,456611.35,305915.17,150696.18
462239301,5736,81.73,56.67,468803.28,325059.12,143744.16
103405654,8886,255.28,159.42,2268418.08,1416606.12,851811.96
269677293,2359,255.28,159.42,602205.52,376071.78,226133.74
564228045,6472,109.28,35.84,707260.16,231956.48,475303.68
210544240,3574,152.58,97.44,545320.92,348250.56,197070.36
302424705,3045,437.2,263.33,1331274,801839.85,529434.15
653980767,6297,651.21,524.96,4100669.37,3305673.12,794996.25
249636256,1771,9.33,6.92,16523.43,12255.32,4268.11
394127500,9940,255.28,159.42,2537483.2,1584634.8,952848.4
662503325,8311,9.33,6.92,77541.63,57512.12,20029.51
250125062,6419,154.06,90.93,988911.14,583679.67,405231.47
222666537,831,668.27,502.54,555332.37,417610.74,137721.63
366114079,147,9.33,6.92,1371.51,1017.24,354.27
536766517,9995,651.21,524.96,6508843.95,5246975.2,1261868.75
211235177,8038,255.28,159.42,2051940.64,1281417.96,770522.68
736443889,8967,9.33,6.92,83662.11,62051.64,21610.47
379628980,9506,152.58,97.44,1450425.48,926264.64,524160.84
178339278,3410,109.28,35.84,372644.8,122214.4,250430.4
790436112,6466,81.73,56.67,528466.18,366428.22,162037.96
244093310,1490,437.2,263.33,651428,392361.7,259066.3
687797200,3331,255.28,159.42,850337.68,531028.02,319309.66
740346610,3869,81.73,56.67,316213.37,219256.23,96957.14
440852868,7015,154.06,90.93,1080730.9,637873.95,442856.95
798739802,3712,109.28,35.84,405647.36,133038.08,272609.28
643743741,6933,47.45,31.79,328970.85,220400.07,108570.78
675913512,6683,437.2,263.33,2921807.6,1759834.39,1161973.21
315610444,4999,421.89,364.69,2109028.11,1823085.31,285942.8
853508365,947,205.7,117.11,194797.9,110903.17,83894.73
500593602,5626,152.58,97.44,858415.08,548197.44,310217.64
238164985,7166,81.73,56.67,585677.18,406097.22,179579.96
667833840,5729,9.33,6.92,53451.57,39644.68,13806.89
661523997,8506,421.89,364.69,3588596.34,3102053.14,486543.2
511471784,4722,47.45,31.79,224058.9,150112.38,73946.52
580226027,630,9.33,6.92,5877.9,4359.6,1518.3
850648057,4518,109.28,35.84,493727.04,161925.12,331801.92
475911700,1703,205.7,117.11,350307.1,199438.33,150868.77
929503285,9533,651.21,524.96,6207984.93,5004443.68,1203541.25
155221641,2388,437.2,263.33,1044033.6,628832.04,415201.56
217178094,6679,154.06,90.93,1028966.74,607321.47,421645.27
549796473,5849,9.33,6.92,54571.17,40475.08,14096.09
207813107,5371,668.27,502.54,3589278.17,2699142.34,890135.83
116276824,7751,109.28,35.84,847029.28,277795.84,569233.44
820548951,7524,437.2,263.33,3289492.8,1981294.92,1308197.88
236303317,6258,255.28,159.42,1597542.24,997650.36,599891.88
399526250,7551,668.27,502.54,5046106.77,3794679.54,1251427.23
716516578,2033,205.7,117.11,418188.1,238084.63,180103.47
213885629,2365,421.89,364.69,997769.85,862491.85,135278
688557231,8241,668.27,502.54,5507213.07,4141432.14,1365780.93
857767713,1383,152.58,97.44,211018.14,134759.52,76258.62
409065902,546,651.21,524.96,355560.66,286628.16,68932.5
450313127,6516,421.89,364.69,2749035.24,2376320.04,372715.2
359683215,7111,421.89,364.69,3000059.79,2593310.59,406749.2
935662496,2180,9.33,6.92,20339.4,15085.6,5253.8
347049796,8602,255.28,159.42,2195918.56,1371330.84,824587.72
882956445,5288,651.21,524.96,3443598.48,2775988.48,667610
402806270,8181,668.27,502.54,5467116.87,4111279.74,1355837.13
886335599,5255,9.33,6.92,49029.15,36364.6,12664.55
783593261,1514,255.28,159.42,386493.92,241361.88,145132.04
864940583,3994,421.89,364.69,1685028.66,1456571.86,228456.8
171051394,6764,154.06,90.93,1042061.84,615050.52,427011.32
962912023,5920,47.45,31.79,280904,188196.8,92707.2
171821296,4595,668.27,502.54,3070700.65,2309171.3,761529.35
649390542,7947,47.45,31.79,377085.15,252635.13,124450.02
817543590,8171,152.58,97.44,1246731.18,796182.24,450548.94
518516767,9489,81.73,56.67,775535.97,537741.63,237794.34
564858901,3156,9.33,6.92,29445.48,21839.52,7605.96
489431321,2459,152.58,97.44,375194.22,239604.96,135589.26
795407855,7715,154.06,90.93,1188572.9,701524.95,487047.95
706274831,1272,651.21,524.96,828339.12,667749.12,160590
415831077,2511,255.28,159.42,641008.08,400303.62,240704.46
638187921,2842,81.73,56.67,232276.66,161056.14,71220.52
357769191,709,255.28,159.42,180993.52,113028.78,67964.74
879311215,6584,81.73,56.67,538110.32,373115.28,164995.04
877862823,7972,255.28,159.42,2035092.16,1270896.24,764195.92
448785340,4410,154.06,90.93,679404.6,401001.3,278403.3
657752597,2465,437.2,263.33,1077698,649108.45,428589.55
390750920,736,651.21,524.96,479290.56,386370.56,92920
404079139,4852,421.89,364.69,2047010.28,1769475.88,277534.4
174348580,2474,154.06,90.93,381144.44,224960.82,156183.62
148483073,8296,47.45,31.79,393645.2,263729.84,129915.36
393718945,9040,205.7,117.11,1859528,1058674.4,800853.6
147605025,8462,152.58,97.44,1291131.96,824537.28,466594.68
968002641,2347,109.28,35.84,256480.16,84116.48,172363.68
883085620,3514,81.73,56.67,287199.22,199138.38,88060.84
241340291,6810,152.58,97.44,1039069.8,663566.4,375503.4
361565482,4116,437.2,263.33,1799515.2,1083866.28,715648.92
382872521,9342,152.58,97.44,1425402.36,910284.48,515117.88
414685237,3432,154.06,90.93,528733.92,312071.76,216662.16
186739957,9358,152.58,97.44,1427843.64,911843.52,516000.12
399085509,7126,668.27,502.54,4762092.02,3581100.04,1180991.98
472083222,8771,109.28,35.84,958494.88,314352.64,644142.24
796406924,3362,651.21,524.96,2189368.02,1764915.52,424452.5
483042943,1996,154.06,90.93,307503.76,181496.28,126007.48
513290107,2804,81.73,56.67,229170.92,158902.68,70268.24
588759744,5947,152.58,97.44,907393.26,579475.68,327917.58
481375682,8616,255.28,159.42,2199492.48,1373562.72,825929.76
483374249,37,421.89,364.69,15609.93,13493.53,2116.4
957304275,6463,437.2,263.33,2825623.6,1701901.79,1123721.81
986027085,6181,9.33,6.92,57668.73,42772.52,14896.21
622716510,4508,154.06,90.93,694502.48,409912.44,284590.04
440858876,8793,81.73,56.67,718651.89,498299.31,220352.58
184253013,3416,421.89,364.69,1441176.24,1245781.04,195395.2
117010247,4787,205.7,117.11,984685.9,560605.57,424080.33
573554408,6350,81.73,56.67,518985.5,359854.5,159131
608621823,3577,47.45,31.79,169728.65,113712.83,56015.82
247261321,8974,255.28,159.42,2290882.72,1430635.08,860247.64
934834229,7077,109.28,35.84,773374.56,253639.68,519734.88
587014377,9454,205.7,117.11,1944687.8,1107157.94,837529.86
339788091,9702,421.89,364.69,4093176.78,3538222.38,554954.4
499454200,8452,152.58,97.44,1289606.16,823562.88,466043.28
992624032,8364,651.21,524.96,5446720.44,4390765.44,1055955
916221415,9132,255.28,159.42,2331216.96,1455823.44,875393.52
787482678,2479,109.28,35.84,270905.12,88847.36,182057.76
293956649,7160,205.7,117.11,1472812,838507.6,634304.4
543504655,3960,9.33,6.92,36946.8,27403.2,9543.6
914300525,698,421.89,364.69,294479.22,254553.62,39925.6
404830586,7222,109.28,35.84,789220.16,258836.48,530383.68
783893668,411,437.2,263.33,179689.2,108228.63,71460.57
740601098,9178,421.89,364.69,3872106.42,3347124.82,524981.6
834376704,9463,152.58,97.44,1443864.54,922074.72,521789.82
344956815,9242,109.28,35.84,1009965.76,331233.28,678732.48
422390258,3519,205.7,117.11,723858.3,412110.09,311748.21
937038362,9329,154.06,90.93,1437225.74,848285.97,588939.77
929574954,741,9.33,6.92,6913.53,5127.72,1785.81
860986363,3853,255.28,159.42,983593.84,614245.26,369348.58
362571418,1795,9.33,6.92,16747.35,12421.4,4325.95
485941445,9727,205.7,117.11,2000843.9,1139128.97,861714.93
553020274,9843,47.45,31.79,467050.35,312908.97,154141.38
406044232,6366,109.28,35.84,695676.48,228157.44,467519.04
857562148,551,109.28,35.84,60213.28,19747.84,40465.44
540435349,5684,47.45,31.79,269705.8,180694.36,89011.44
857837665,2083,205.7,117.11,428473.1,243940.13,184532.97
133255422,2095,437.2,263.33,915934,551676.35,364257.65
360487449,5102,47.45,31.79,242089.9,162192.58,79897.32
453645074,2513,47.45,31.79,119241.85,79888.27,39353.58
297152125,2772,255.28,159.42,707636.16,441912.24,265723.92
295744931,6352,651.21,524.96,4136485.92,3334545.92,801940
924472320,758,152.58,97.44,115655.64,73859.52,41796.12
478695619,5526,421.89,364.69,2331364.14,2015276.94,316087.2
924088656,7224,152.58,97.44,1102237.92,703906.56,398331.36
246637761,4449,152.58,97.44,678828.42,433510.56,245317.86
102641761,2833,47.45,31.79,134425.85,90061.07,44364.78
868711984,36,152.58,97.44,5492.88,3507.84,1985.04
291772258,750,152.58,97.44,114435,73080,41355
239058911,1699,81.73,56.67,138859.27,96282.33,42576.94
848120772,6639,437.2,263.33,2902570.8,1748247.87,1154322.93
976819169,1354,205.7,117.11,278517.8,158566.94,119950.86
453327929,8663,437.2,263.33,3787463.6,2281227.79,1506235.81
526133382,3414,47.45,31.79,161994.3,108531.06,53463.24
714034354,7488,47.45,31.79,355305.6,238043.52,117262.08
156142175,4794,421.89,364.69,2022540.66,1748323.86,274216.8
761880671,6276,205.7,117.11,1290973.2,734982.36,555990.84
460986173,4907,255.28,159.42,1252658.96,782273.94,470385.02
853507506,693,154.06,90.93,106763.58,63014.49,43749.09
459806001,5668,9.33,6.92,52882.44,39222.56,13659.88
570555484,8902,152.58,97.44,1358267.16,867410.88,490856.28
296742284,1491,255.28,159.42,380622.48,237695.22,142927.26
619665229,1566,109.28,35.84,171132.48,56125.44,115007.04
340935647,9289,668.27,502.54,6207560.03,4668094.06,1539465.97
132477366,1852,668.27,502.54,1237636.04,930704.08,306931.96
286526715,8477,9.33,6.92,79090.41,58660.84,20429.57
265632522,5421,9.33,6.92,50577.93,37513.32,13064.61
952656114,969,152.58,97.44,147850.02,94419.36,53430.66
600771319,439,668.27,502.54,293370.53,220615.06,72755.47
683464467,1179,255.28,159.42,300975.12,187956.18,113018.94
944534385,7569,205.7,117.11,1556943.3,886405.59,670537.71
748092401,6020,205.7,117.11,1238314,705002.2,533311.8
428562343,9976,437.2,263.33,4361507.2,2626980.08,1734527.12
840680539,4908,154.06,90.93,756126.48,446284.44,309842.04
209495818,3323,421.89,364.69,1401940.47,1211864.87,190075.6
880369508,9756,81.73,56.67,797357.88,552872.52,244485.36
768975436,5775,154.06,90.93,889696.5,525120.75,364575.75
111299932,4978,421.89,364.69,2100168.42,1815426.82,284741.6
113641822,7995,109.28,35.84,873693.6,286540.8,587152.8
702612435,7488,421.89,364.69,3159112.32,2730798.72,428313.6
975135600,3149,651.21,524.96,2050660.29,1653099.04,397561.25
548447644,6701,109.28,35.84,732285.28,240163.84,492121.44
910097396,6899,255.28,159.42,1761176.72,1099838.58,661338.14
467946183,4529,437.2,263.33,1980078.8,1192621.57,787457.23
