uuid,Country,Item Type,Sales Channel,Order Priority,Order Date,Region,Ship Date
449905431,Slovenia,Office Supplies,Offline,L,11/25/15,Europe,12/22/15
785572516,Panama,Personal Care,Online,L,6/2/15,Central America and the Caribbean,6/21/15
421149575,Mauritania,Office Supplies,Offline,L,4/22/16,Sub-Saharan Africa,5/4/16
478560435,Samoa ,Cereal,Online,M,8/21/11,Australia and Oceania,10/6/11
800041425,Papua New Guinea,Snacks,Online,C,9/6/10,Australia and Oceania,9/26/10
398141372,India,Household,Online,C,6/4/12,Asia,6/30/12
605721604,Albania,Personal Care,Online,C,12/1/16,Europe,12/15/16
125955951,Morocco,Personal Care,Online,M,11/29/13,Middle East and North Africa,12/27/13
882330739,Turkey,Office Supplies,Offline,C,12/10/16,Middle East and North Africa,12/31/16
368644797,Libya,Snacks,Offline,L,2/10/14,Middle East and North Africa,3/17/14
199009454,Equatorial Guinea,Personal Care,Offline,M,4/18/17,Sub-Saharan Africa,5/16/17
257848536,Kiribati,Fruits,Offline,L,12/7/12,Australia and Oceania,1/18/13
949898374,The Gambia,Vegetables,Online,C,4/4/11,Sub-Saharan Africa,5/10/11
950207793,Costa Rica,Vegetables,Online,C,3/10/12,Central America and the Caribbean,3/15/12
354138123,Jamaica,Personal Care,Offline,M,9/22/16,Central America and the Caribbean,10/1/16
227363193,Antigua and Barbuda ,Office Supplies,Offline,L,7/27/15,Central America and the Caribbean,9/11/15
355869328,Sudan,Beverages,Offline,C,8/18/15,Sub-Saharan Africa,9/11/15
595955359,Mexico,Office Supplies,Online,C,7/10/13,North America,8/24/13
424232614,Estonia,Snacks,Offline,C,7/3/14,Europe,7/21/14
287624919,Russia,Cosmetics,Online,M,7/13/13,Europe,8/29/13
253368604,Indonesia,Vegetables,Offline,C,3/16/14,Asia,4/28/14
459012496,Ukraine,Fruits,Online,M,5/27/17,Europe,6/5/17
662417924,Andorra,Meat,Online,C,6/27/17,Europe,7/8/17
691758716,Philippines,Snacks,Offline,L,9/7/13,Asia,9/9/13
895521199,Honduras,Snacks,Online,H,11/6/13,Central America and the Caribbean,11/6/13
792504203,Tanzania,Baby Food,Online,L,7/18/15,Sub-Saharan Africa,7/26/15
421819055,Seychelles ,Clothes,Offline,L,5/26/17,Sub-Saharan Africa,7/13/17
792889583,Niger,Personal Care,Online,L,4/27/15,Sub-Saharan Africa,5/19/15
735452115,Kazakhstan,Personal Care,Offline,H,11/6/13,Asia,11/9/13
949555480,Nepal,Baby Food,Offline,L,10/24/14,Asia,12/13/14
855561006,Serbia,Baby Food,Online,C,7/11/13,Europe,8/13/13
844142520,Nepal,Household,Online,H,2/25/10,Asia,3/9/10
926286351,Republic of the Congo,Clothes,Online,M,7/1/13,Sub-Saharan Africa,7/12/13
283291327,Ukraine,Office Supplies,Online,H,7/1/14,Europe,8/11/14
416768777,Antigua and Barbuda ,Fruits,Offline,L,9/23/12,Central America and the Caribbean,10/19/12
198642528,Armenia,Cosmetics,Online,L,8/13/12,Europe,9/13/12
821148908,Japan,Household,Offline,C,1/30/12,Asia,2/29/12
846836745,Barbados,Meat,Online,L,11/21/13,Central America and the Caribbean,12/30/13
258567368,Serbia,Beverages,Offline,C,4/21/14,Europe,5/27/14
909514605,Madagascar,Meat,Online,C,6/8/14,Sub-Saharan Africa,7/14/14
673164784,Malta,Personal Care,Online,M,6/19/16,Europe,7/8/16
193316733,Saint Vincent and the Grenadines,Office Supplies,Offline,C,4/10/12,Central America and the Caribbean,4/12/12
634081780,Botswana,Cereal,Online,H,7/14/17,Sub-Saharan Africa,8/1/17
529883754,South Korea,Snacks,Offline,C,11/23/14,Asia,12/28/14
735458981,Albania,Personal Care,Offline,H,10/17/10,Europe,11/21/10
375856292,Iraq,Vegetables,Offline,C,7/9/16,Middle East and North Africa,8/18/16
896437013,Vatican City,Baby Food,Offline,C,2/20/14,Europe,3/25/14
212874972,Poland,Fruits,Online,L,4/13/13,Europe,5/20/13
361156499,Tuvalu,Beverages,Offline,C,1/27/17,Australia and Oceania,3/5/17
747580420,Antigua and Barbuda ,Household,Online,C,10/9/10,Central America and the Caribbean,10/16/10
398758065,Portugal,Snacks,Offline,M,12/26/10,Europe,1/31/11
211613261,Lithuania,Cosmetics,Offline,M,6/19/16,Europe,8/6/16
703382337,Tonga,Beverages,Online,H,11/18/11,Australia and Oceania,12/19/11
661614120,Israel,Office Supplies,Online,L,1/11/17,Middle East and North Africa,1/25/17
294169938,South Africa,Beverages,Offline,C,12/7/14,Sub-Saharan Africa,1/12/15
779223620,Croatia,Household,Offline,H,2/29/16,Europe,3/27/16
215261495,Benin,Household,Offline,L,3/20/17,Sub-Saharan Africa,4/16/17
371082389,San Marino,Beverages,Offline,M,11/16/11,Europe,12/3/11
835797631,Iran,Office Supplies,Offline,C,2/15/10,Middle East and North Africa,3/29/10
368831050,Dominican Republic,Baby Food,Online,L,8/29/11,Central America and the Caribbean,9/29/11
949918973,Montenegro,Office Supplies,Online,M,3/26/17,Europe,4/26/17
129110229,Niger,Office Supplies,Online,H,4/24/17,Sub-Saharan Africa,5/19/17
476766145,Ghana,Meat,Online,C,12/31/10,Sub-Saharan Africa,1/9/11
133560550,Nicaragua,Office Supplies,Online,H,5/23/17,Central America and the Caribbean,6/11/17
460479772,Chad,Office Supplies,Offline,L,3/20/11,Sub-Saharan Africa,3/21/11
188822638,Angola,Baby Food,Offline,L,6/26/17,Sub-Saharan Africa,8/10/17
370200479,Kyrgyzstan,Meat,Online,L,11/4/16,Asia,12/22/16
326537120,Sao Tome and Principe,Cereal,Online,L,7/3/17,Sub-Saharan Africa,8/20/17
800068891,South Sudan,Beverages,Online,H,8/7/13,Sub-Saharan Africa,9/23/13
803344619,Hungary,Cereal,Online,M,9/7/11,Europe,10/12/11
769225633,Poland,Meat,Offline,M,10/22/11,Europe,11/4/11
300885760,Saint Vincent and the Grenadines,Fruits,Online,H,4/17/11,Central America and the Caribbean,5/12/11
421811330,Georgia,Baby Food,Offline,H,2/8/16,Europe,3/3/16
425801169,Greece,Household,Online,H,5/6/14,Europe,5/8/14
126966607,Hungary,Snacks,Online,H,4/26/10,Europe,5/12/10
309731471,Montenegro,Cosmetics,Online,C,3/8/13,Europe,3/18/13
478832089,United States of America,Cereal,Online,M,6/13/10,North America,7/24/10
209317290,North Korea,Cosmetics,Offline,C,3/9/17,Asia,3/14/17
496548402,Kuwait,Household,Offline,L,9/3/11,Middle East and North Africa,9/15/11
606199252,Jamaica,Baby Food,Offline,M,11/25/14,Central America and the Caribbean,12/4/14
324256169,Seychelles ,Fruits,Online,M,1/24/11,Sub-Saharan Africa,1/30/11
407017982,Niger,Household,Offline,L,12/3/11,Sub-Saharan Africa,12/5/11
331096017,France,Cosmetics,Offline,M,2/28/15,Europe,3/10/15
543414103,Guatemala,Beverages,Offline,M,9/25/15,Central America and the Caribbean,10/26/15
211208570,Chad,Household,Offline,L,3/30/17,Sub-Saharan Africa,4/26/17
372028243,Tajikistan,Office Supplies,Offline,L,12/28/12,Asia,12/28/12
783734452,Saudi Arabia,Household,Offline,C,6/29/12,Middle East and North Africa,7/17/12
374501025,Malawi,Vegetables,Offline,M,12/20/14,Sub-Saharan Africa,1/21/15
392814290,Serbia,Clothes,Offline,L,2/16/13,Europe,2/26/13
357473075,Cyprus,Household,Online,C,2/10/12,Europe,2/17/12
307588708,Turkey,Vegetables,Online,L,7/17/10,Middle East and North Africa,8/29/10
352585017,Guatemala,Fruits,Online,M,11/25/11,Central America and the Caribbean,12/17/11
222198331,El Salvador,Personal Care,Offline,C,2/27/13,Central America and the Caribbean,3/14/13
616477477,Niger,Personal Care,Online,M,2/22/16,Sub-Saharan Africa,3/25/16
955783784,Mauritius ,Vegetables,Offline,M,2/29/16,Sub-Saharan Africa,4/12/16
730791079,Monaco,Baby Food,Online,C,5/22/13,Europe,5/29/13
852485692,Portugal,Vegetables,Offline,H,8/15/16,Europe,10/4/16
502166450,Malaysia,Office Supplies,Online,C,10/20/16,Asia,11/20/16
281444680,Denmark,Baby Food,Offline,M,7/3/13,Europe,7/28/13
862244212,Burundi,Clothes,Offline,M,2/25/11,Sub-Saharan Africa,4/13/11
736801373,San Marino,Vegetables,Offline,L,3/28/15,Europe,4/18/15
267664992,Montenegro,Office Supplies,Online,C,5/20/13,Europe,6/1/13
337696397,Lebanon,Office Supplies,Offline,M,12/31/16,Middle East and North Africa,2/18/17
100069415,Guinea,Clothes,Online,M,1/19/12,Sub-Saharan Africa,3/7/12
128270375,North Korea,Clothes,Online,H,11/12/15,Asia,12/18/15
166098105,Finland,Snacks,Online,C,9/29/12,Europe,11/2/12
477663934,Namibia,Beverages,Offline,M,10/17/10,Sub-Saharan Africa,11/7/10
497391688,Myanmar,Fruits,Online,L,5/19/15,Asia,6/5/15
180017697,Dominican Republic,Snacks,Offline,H,3/22/10,Central America and the Caribbean,3/26/10
450590789,Israel,Clothes,Online,M,3/8/14,Middle East and North Africa,3/11/14
954472291,Nicaragua,Personal Care,Offline,C,11/23/16,Central America and the Caribbean,1/12/17
507336032,South Korea,Office Supplies,Offline,H,11/7/12,Asia,11/21/12
245168340,Spain,Snacks,Online,C,9/29/12,Europe,11/1/12
474268043,Ireland,Office Supplies,Offline,M,12/24/16,Europe,1/23/17
221246469,Bangladesh,Snacks,Offline,L,11/17/11,Asia,12/29/11
383027446,Maldives,Meat,Offline,H,5/2/11,Asia,6/17/11
576847302,Jordan,Snacks,Online,M,2/25/15,Middle East and North Africa,3/26/15
490254867,Czech Republic,Cosmetics,Offline,L,11/9/12,Europe,11/28/12
331111466,Germany,Clothes,Offline,M,3/5/10,Europe,3/11/10
377590930,Antigua and Barbuda ,Clothes,Offline,M,2/9/10,Central America and the Caribbean,3/1/10
528179585,Kyrgyzstan,Cosmetics,Online,L,9/25/16,Asia,9/26/16
751676261,Monaco,Cosmetics,Online,M,4/1/16,Europe,5/1/16
637192285,Philippines,Meat,Online,L,1/28/11,Asia,1/29/11
744151484,Swaziland,Fruits,Offline,H,1/18/16,Sub-Saharan Africa,3/3/16
352290189,United Kingdom,Baby Food,Online,C,10/11/16,Europe,10/18/16
611657226,Singapore,Personal Care,Offline,M,4/22/11,Asia,5/13/11
492613923,Panama,Meat,Offline,H,11/15/13,Central America and the Caribbean,12/18/13
835834109,Spain,Vegetables,Offline,M,4/16/13,Europe,5/14/13
302304112,Solomon Islands,Personal Care,Offline,C,7/30/14,Australia and Oceania,8/3/14
323322761,Gabon,Household,Offline,C,6/14/12,Sub-Saharan Africa,8/2/12
150501382,Hungary,Clothes,Online,H,4/13/10,Europe,4/23/10
905763804,Lesotho,Fruits,Offline,H,4/10/16,Sub-Saharan Africa,5/8/16
631346356,Rwanda,Cereal,Online,L,12/28/16,Sub-Saharan Africa,12/29/16
139797866,Guinea-Bissau,Personal Care,Online,H,6/1/11,Sub-Saharan Africa,6/23/11
763979661,Comoros,Personal Care,Online,M,9/27/14,Sub-Saharan Africa,11/7/14
307065570,Algeria,Cereal,Offline,M,9/18/16,Middle East and North Africa,9/18/16
692541921,Ukraine,Snacks,Online,M,9/28/15,Europe,10/3/15
314207541,Dominica,Household,Online,L,1/20/15,Central America and the Caribbean,3/9/15
786173760,Kyrgyzstan,Fruits,Offline,H,5/22/11,Asia,6/24/11
192864406,Bhutan,Cosmetics,Online,H,11/27/13,Asia,12/3/13
739015805,Latvia,Beverages,Online,H,2/10/10,Europe,3/6/10
199676787,Dominican Republic,Cereal,Offline,C,1/31/15,Central America and the Caribbean,3/6/15
470208680,Namibia,Beverages,Offline,M,8/31/14,Sub-Saharan Africa,10/14/14
816285312,The Gambia,Clothes,Offline,L,9/15/14,Sub-Saharan Africa,9/15/14
123893010,Uganda,Household,Offline,C,7/18/14,Sub-Saharan Africa,8/3/14
949330604,Jordan,Cereal,Offline,C,10/18/10,Middle East and North Africa,11/26/10
969209420,Malta,Clothes,Offline,H,4/15/16,Europe,5/16/16
630453288,Mali,Beverages,Online,L,11/1/10,Sub-Saharan Africa,12/14/10
900298535,Montenegro,Fruits,Online,L,3/7/13,Europe,4/15/13
116293990,Liberia,Clothes,Offline,M,8/17/16,Sub-Saharan Africa,9/6/16
736300981,Tunisia ,Cereal,Offline,M,7/19/15,Middle East and North Africa,7/21/15
788493335,Belize,Beverages,Offline,M,9/22/16,Central America and the Caribbean,11/1/16
621357381,Lithuania,Snacks,Online,M,11/18/12,Europe,1/6/13
653691947,Mali,Office Supplies,Offline,M,9/21/16,Sub-Saharan Africa,10/26/16
924608361,Comoros,Baby Food,Offline,H,9/24/11,Sub-Saharan Africa,10/10/11
643530452,Montenegro,Cereal,Offline,L,7/11/16,Europe,7/11/16
440194547,Morocco,Clothes,Online,H,12/10/12,Middle East and North Africa,12/15/12
114649474,Saint Kitts and Nevis ,Vegetables,Offline,M,5/16/10,Central America and the Caribbean,6/27/10
887256562,Oman,Beverages,Online,M,9/13/11,Middle East and North Africa,10/14/11
448689639,Niger,Meat,Online,C,2/5/17,Sub-Saharan Africa,3/8/17
609935033,Yemen,Cereal,Online,C,8/25/12,Middle East and North Africa,9/10/12
552291572,Cape Verde,Household,Online,C,1/4/12,Sub-Saharan Africa,2/22/12
877370584,Egypt,Snacks,Online,M,10/2/14,Middle East and North Africa,10/4/14
457095897,Afghanistan,Meat,Online,L,2/27/10,Middle East and North Africa,4/9/10
483703839,Samoa ,Cosmetics,Online,C,4/17/11,Australia and Oceania,5/27/11
419743239,Iceland,Personal Care,Offline,H,5/8/13,Europe,5/21/13
248075425,Solomon Islands,Cereal,Offline,C,8/6/12,Australia and Oceania,9/16/12
921874225,Malawi,Fruits,Online,H,2/21/10,Sub-Saharan Africa,3/30/10
314625966,Eritrea,Cosmetics,Online,H,9/26/15,Sub-Saharan Africa,10/28/15
870129477,Nepal,Office Supplies,Offline,M,9/9/13,Asia,10/22/13
152496087,South Korea,Beverages,Offline,H,2/6/12,Asia,2/7/12
296149623,Jordan,Beverages,Online,L,5/3/16,Middle East and North Africa,5/30/16
355826413,Papua New Guinea,Vegetables,Online,L,2/14/10,Australia and Oceania,2/15/10
356575286,Turkey,Fruits,Offline,M,4/25/12,Middle East and North Africa,6/10/12
843757569,Madagascar,Office Supplies,Online,H,7/21/12,Sub-Saharan Africa,9/4/12
633047091,Democratic Republic of the Congo,Clothes,Offline,C,11/22/12,Sub-Saharan Africa,12/11/12
860430181,Malaysia,Snacks,Online,H,6/18/16,Asia,6/24/16
932205665,Yemen,Office Supplies,Offline,H,2/3/16,Middle East and North Africa,3/4/16
774984872,Guatemala,Baby Food,Online,C,3/30/13,Central America and the Caribbean,4/25/13
385691630,Mali,Cereal,Online,H,3/30/14,Sub-Saharan Africa,4/21/14
281562268,Norway,Baby Food,Offline,H,4/30/11,Europe,5/4/11
150145614,Vatican City,Cosmetics,Online,C,9/23/16,Europe,9/25/16
199302995,Uganda,Household,Offline,M,6/18/13,Sub-Saharan Africa,6/23/13
707208240,Sao Tome and Principe,Beverages,Online,H,2/8/12,Sub-Saharan Africa,3/21/12
672347676,Ukraine,Snacks,Online,H,9/21/16,Europe,9/24/16
963520133,Norway,Personal Care,Offline,M,7/11/13,Europe,8/2/13
269836938,Myanmar,Snacks,Online,L,7/2/12,Asia,8/10/12
950721919,Turkey,Household,Online,H,5/4/13,Middle East and North Africa,6/10/13
485911405,Botswana,Clothes,Offline,L,10/18/16,Sub-Saharan Africa,10/29/16
925454223,Montenegro,Beverages,Offline,H,5/5/13,Europe,6/20/13
339711701,Barbados,Personal Care,Online,C,3/21/17,Central America and the Caribbean,4/25/17
469357669,Moldova ,Meat,Online,C,3/28/17,Europe,4/13/17
875378453,Cyprus,Beverages,Offline,M,11/3/10,Europe,12/9/10
289072883,Uganda,Office Supplies,Offline,L,6/20/15,Sub-Saharan Africa,7/21/15
662052285,Equatorial Guinea,Cosmetics,Online,C,10/7/11,Sub-Saharan Africa,10/8/11
416240489,Kenya,Personal Care,Offline,C,7/9/15,Sub-Saharan Africa,8/14/15
293873822,South Africa,Personal Care,Online,L,4/14/13,Sub-Saharan Africa,5/18/13
207501113,Syria,Vegetables,Online,H,8/15/11,Middle East and North Africa,9/21/11
589983689,Cambodia,Beverages,Offline,L,7/28/10,Asia,9/13/10
144495379,Republic of the Congo,Cosmetics,Offline,C,1/16/15,Sub-Saharan Africa,1/20/15
794522511,Djibouti,Snacks,Online,H,11/6/15,Sub-Saharan Africa,11/21/15
933863914,South Africa,Beverages,Offline,C,3/26/16,Sub-Saharan Africa,4/16/16
376630914,Mauritania,Snacks,Offline,L,12/6/12,Sub-Saharan Africa,1/3/13
807247340,Saint Kitts and Nevis ,Office Supplies,Online,C,2/7/15,Central America and the Caribbean,3/9/15
830449521,Bulgaria,Baby Food,Online,M,4/2/10,Europe,5/8/10
921286284,Jordan,Fruits,Online,M,6/14/13,Middle East and North Africa,7/24/13
275118958,Vatican City,Vegetables,Online,M,7/23/10,Europe,7/25/10
857621371,Nauru,Household,Offline,H,12/26/14,Australia and Oceania,1/15/15
654779851,Bhutan,Vegetables,Offline,C,12/4/10,Asia,12/8/10
422893226,Guatemala,Household,Offline,M,2/21/10,Central America and the Caribbean,2/23/10
538572824,The Bahamas,Meat,Offline,H,4/26/10,Central America and the Caribbean,5/25/10
548742473,Malaysia,Baby Food,Offline,M,12/25/13,Asia,1/27/14
520638501,Saudi Arabia,Baby Food,Offline,C,3/1/17,Middle East and North Africa,3/29/17
591809737,Vatican City,Vegetables,Online,H,3/1/13,Europe,3/18/13
520117509,Czech Republic,Household,Offline,C,7/1/11,Europe,7/16/11
133735644,Latvia,Clothes,Online,L,5/21/11,Europe,6/16/11
681150472,Kosovo,Cosmetics,Online,M,2/9/13,Europe,2/24/13
781160819,Germany,Office Supplies,Offline,M,3/27/14,Europe,5/7/14
472878015,Qatar,Beverages,Online,L,5/23/13,Middle East and North Africa,6/10/13
765725886,Estonia,Cereal,Offline,H,1/20/14,Europe,1/26/14
489440762,Tanzania,Cereal,Offline,M,3/14/13,Sub-Saharan Africa,4/7/13
344071471,Sweden,Fruits,Offline,L,8/24/12,Europe,9/24/12
649979341,Burkina Faso,Personal Care,Online,L,4/15/15,Sub-Saharan Africa,6/1/15
897838199,Belarus,Fruits,Online,H,9/16/13,Europe,10/19/13
198634374,Uzbekistan,Cereal,Online,H,9/20/16,Asia,10/2/16
433666694,Iceland,Cereal,Online,H,4/5/15,Europe,5/21/15
404546487,Malaysia,Beverages,Online,L,6/21/16,Asia,6/29/16
783197581,Burkina Faso,Office Supplies,Offline,H,3/18/17,Sub-Saharan Africa,3/31/17
961856305,Greenland,Fruits,Online,L,5/24/15,North America,6/29/15
403071486,Iceland,Beverages,Offline,C,10/16/13,Europe,11/28/13
889704453,Mozambique,Baby Food,Online,C,3/28/16,Sub-Saharan Africa,4/7/16
674929034,Tanzania,Snacks,Online,M,4/11/16,Sub-Saharan Africa,4/15/16
332231557,Slovenia,Snacks,Online,L,1/30/16,Europe,2/4/16
505410850,Zambia,Cosmetics,Online,H,2/9/15,Sub-Saharan Africa,3/12/15
558578240,Estonia,Cereal,Online,H,11/17/13,Europe,11/27/13
826157557,Georgia,Clothes,Offline,C,3/13/10,Europe,3/28/10
362885129,Luxembourg,Baby Food,Online,M,7/1/10,Europe,7/28/10
993809783,Kosovo,Baby Food,Offline,M,12/3/10,Europe,12/19/10
564292848,China,Meat,Offline,C,4/3/16,Asia,4/20/16
590008151,Norway,Vegetables,Online,C,5/29/13,Europe,6/1/13
406942021,Comoros,Cereal,Online,L,1/29/13,Sub-Saharan Africa,2/6/13
321393287,Morocco,Household,Online,H,9/3/15,Middle East and North Africa,9/11/15
259973275,Andorra,Vegetables,Online,L,1/31/15,Europe,3/11/15
219605815,Grenada,Clothes,Offline,M,1/20/10,Central America and the Caribbean,2/15/10
717527234,Kenya,Fruits,Offline,C,7/19/15,Sub-Saharan Africa,7/27/15
541286361,Liberia,Fruits,Offline,M,7/3/13,Sub-Saharan Africa,7/17/13
798744523,Ukraine,Snacks,Online,L,3/23/17,Europe,4/24/17
868075549,Morocco,Office Supplies,Offline,H,7/28/14,Middle East and North Africa,9/8/14
647765767,Indonesia,Clothes,Online,C,3/9/17,Asia,4/13/17
106614005,Canada,Cosmetics,Online,C,4/11/11,North America,5/22/11
633731591,Uzbekistan,Vegetables,Offline,H,5/26/14,Asia,5/30/14
988542354,Burundi,Vegetables,Online,H,2/7/11,Sub-Saharan Africa,2/14/11
450782620,South Sudan,Clothes,Online,L,4/16/17,Sub-Saharan Africa,5/30/17
170501220,Nigeria,Office Supplies,Offline,H,11/9/15,Sub-Saharan Africa,12/27/15
918059480,The Bahamas,Beverages,Online,C,6/20/13,Central America and the Caribbean,7/5/13
834131228,Malta,Snacks,Online,C,1/31/14,Europe,3/4/14
379702794,Democratic Republic of the Congo,Meat,Online,M,2/24/15,Sub-Saharan Africa,4/10/15
986073005,Taiwan,Office Supplies,Offline,L,5/20/11,Asia,7/1/11
104853188,Iran,Snacks,Online,C,9/21/13,Middle East and North Africa,10/12/13
657967174,Nigeria,Cereal,Online,H,3/27/15,Sub-Saharan Africa,4/18/15
687651288,Palau,Cosmetics,Online,C,1/18/10,Australia and Oceania,3/5/10
106454360,Guinea-Bissau,Vegetables,Online,L,4/18/12,Sub-Saharan Africa,5/18/12
247237718,Latvia,Vegetables,Online,M,6/15/14,Europe,7/15/14
713175189,Finland,Vegetables,Online,L,11/4/13,Europe,12/11/13
727753102,Cambodia,Baby Food,Offline,M,6/6/16,Asia,6/8/16
484770286,Oman,Fruits,Online,H,4/25/10,Middle East and North Africa,5/17/10
698338067,Nicaragua,Household,Online,H,12/12/14,Central America and the Caribbean,12/12/14
352880275,Denmark,Snacks,Online,C,10/8/16,Europe,11/10/16
753133237,Armenia,Vegetables,Online,L,11/11/10,Europe,12/6/10
574145781,Sao Tome and Principe,Personal Care,Online,M,4/18/12,Sub-Saharan Africa,5/12/12
811279237,Armenia,Beverages,Offline,L,7/1/14,Europe,8/10/14
730207431,Morocco,Clothes,Online,L,9/27/15,Middle East and North Africa,10/15/15
116916692,Iran,Cosmetics,Online,H,5/9/15,Middle East and North Africa,5/29/15
627705848,Myanmar,Office Supplies,Online,H,7/15/17,Asia,8/30/17
839186227,The Gambia,Office Supplies,Offline,M,5/23/12,Sub-Saharan Africa,5/28/12
298281657,Latvia,Vegetables,Offline,H,1/12/10,Europe,1/13/10
872228467,Myanmar,Beverages,Online,M,1/18/14,Asia,3/6/14
898575484,Cyprus,Baby Food,Offline,M,3/5/10,Europe,4/17/10
135184037,Romania,Office Supplies,Online,C,7/1/15,Europe,7/6/15
210227954,Austria,Clothes,Online,M,2/2/14,Europe,3/14/14
572193562,Montenegro,Household,Offline,C,10/23/13,Europe,11/2/13
739879691,Papua New Guinea,Personal Care,Online,M,3/22/12,Australia and Oceania,4/15/12
752397668,Mauritania,Baby Food,Offline,L,7/11/15,Sub-Saharan Africa,8/29/15
719171321,Belarus,Vegetables,Offline,H,1/21/12,Europe,3/2/12
369936978,Panama,Household,Online,H,12/5/13,Central America and the Caribbean,12/26/13
404743468,Monaco,Office Supplies,Offline,M,5/25/15,Europe,7/11/15
243952119,Lebanon,Meat,Online,H,10/9/11,Middle East and North Africa,11/19/11
278236758,Mauritius ,Cosmetics,Online,L,10/17/10,Sub-Saharan Africa,10/29/10
518583714,Laos,Cosmetics,Online,C,9/10/13,Asia,10/15/13
146291816,Tajikistan,Personal Care,Online,C,5/31/11,Asia,6/20/11
662972390,Japan,Cereal,Online,M,2/3/11,Asia,3/17/11
940549266,Albania,Personal Care,Online,C,3/1/17,Europe,3/14/17
371258771,Azerbaijan,Office Supplies,Online,M,5/24/12,Middle East and North Africa,6/4/12
217649734,Montenegro,Meat,Online,H,9/15/14,Europe,9/15/14
462583482,Djibouti,Baby Food,Online,H,10/13/12,Sub-Saharan Africa,10/20/12
259233844,North Korea,Household,Offline,C,4/25/15,Asia,4/25/15
181087148,Bosnia and Herzegovina,Personal Care,Offline,M,11/24/16,Europe,12/1/16
871942222,Liberia,Cosmetics,Online,H,12/30/16,Sub-Saharan Africa,2/14/17
795910394,Cameroon,Meat,Offline,L,2/18/16,Sub-Saharan Africa,4/6/16
287415492,Costa Rica,Clothes,Offline,L,2/7/12,Central America and the Caribbean,3/10/12
201193845,Australia,Beverages,Offline,M,5/6/11,Australia and Oceania,6/6/11
562294280,Dominica,Beverages,Offline,C,1/1/10,Central America and the Caribbean,1/16/10
116078126,Bulgaria,Household,Online,L,11/9/12,Europe,11/28/12
378219211,Somalia,Baby Food,Online,M,5/25/14,Middle East and North Africa,6/9/14
684703862,Lithuania,Personal Care,Online,L,3/4/10,Europe,4/12/10
441830909,Pakistan,Baby Food,Online,L,9/24/15,Middle East and North Africa,10/8/15
476211678,Bhutan,Snacks,Offline,L,5/24/17,Asia,6/22/17
784769999,Poland,Household,Online,C,11/29/13,Europe,12/7/13
984742200,Egypt,Snacks,Online,H,9/1/12,Middle East and North Africa,10/12/12
763677108,Tajikistan,Personal Care,Offline,M,10/1/10,Asia,10/4/10
329436051,Israel,Fruits,Offline,H,11/20/13,Middle East and North Africa,12/27/13
860192859,Panama,Baby Food,Offline,M,7/6/17,Central America and the Caribbean,7/25/17
454433858,Haiti,Snacks,Online,C,7/20/10,Central America and the Caribbean,9/2/10
880957877,Burkina Faso,Beverages,Offline,C,1/26/17,Sub-Saharan Africa,3/6/17
828876245,Tunisia ,Baby Food,Offline,L,10/8/16,Middle East and North Africa,11/26/16
857612788,Egypt,Cosmetics,Offline,L,11/29/16,Middle East and North Africa,12/4/16
246903836,Algeria,Beverages,Offline,H,9/7/10,Middle East and North Africa,9/11/10
146798217,Belgium,Cosmetics,Offline,M,4/8/11,Europe,5/6/11
427657258,Haiti,Office Supplies,Offline,C,3/10/10,Central America and the Caribbean,4/3/10
130154788,San Marino,Vegetables,Online,H,5/28/11,Europe,6/23/11
615277135,Israel,Fruits,Offline,L,5/10/12,Middle East and North Africa,6/11/12
614323127,Kosovo,Personal Care,Online,C,5/6/15,Europe,6/5/15
278904092,Benin,Household,Offline,H,2/26/16,Sub-Saharan Africa,3/16/16
730943858,Palau,Snacks,Online,M,6/4/15,Australia and Oceania,7/11/15
912678754,Tajikistan,Baby Food,Offline,M,11/11/14,Asia,12/15/14
736657607,Hungary,Office Supplies,Offline,M,6/13/13,Europe,6/14/13
635741746,Niger,Baby Food,Online,H,3/27/11,Sub-Saharan Africa,5/9/11
213104999,India,Clothes,Offline,C,2/11/13,Asia,3/30/13
492233693,Greece,Office Supplies,Online,L,6/26/17,Europe,7/14/17
766926658,Nicaragua,Snacks,Offline,C,6/10/12,Central America and the Caribbean,6/11/12
851295220,Switzerland,Personal Care,Online,H,6/9/17,Europe,6/10/17
629763209,Mongolia,Office Supplies,Online,M,5/5/11,Asia,5/18/11
507066953,Cyprus,Clothes,Offline,M,12/12/11,Europe,1/24/12
958255279,Cuba,Cereal,Offline,M,8/13/11,Central America and the Caribbean,9/19/11
278689515,Singapore,Clothes,Online,H,5/4/11,Asia,5/9/11
434043490,Greenland,Cereal,Online,C,12/17/16,North America,1/30/17
310303533,Liechtenstein,Fruits,Offline,L,9/5/12,Europe,9/19/12
663768470,Nicaragua,Office Supplies,Online,H,4/4/10,Central America and the Caribbean,4/20/10
971049630,China,Personal Care,Online,H,12/10/14,Asia,12/20/14
779070842,Lesotho,Snacks,Online,M,2/15/14,Sub-Saharan Africa,4/4/14
155068433,Brunei,Baby Food,Offline,M,5/29/11,Asia,7/11/11
136591231,Iraq,Beverages,Online,C,3/25/15,Middle East and North Africa,5/10/15
481500566,Botswana,Vegetables,Offline,H,5/24/12,Sub-Saharan Africa,6/18/12
117970263,Syria,Baby Food,Online,H,4/7/17,Middle East and North Africa,5/8/17
